player,display_name,slug,team,position,contract_type,actual_cap_hit,predicted_log_cap_hit,predicted_market_value,contract_surplus,log_contract_surplus,agent,signing_gm,age,games_played,goals,assists,points,plus_minus,pim,points_per_60,icf_per_60,iscf_per_60,ihdcf_per_60,giveaways_per_60,takeaways_per_60,hits_per_60,shots_blocked_per_60,r2
Nico Hischier,Nico Hischier,nico-hischier-n-j-c-std,N.J,C,STD,7250000,15.096996131498567,3601986.7690877654,-3648013.2309122346,-0.69951589533229,Allain Roy,Ray Shero,27,82,28,38,66,-6,29,2.33,13.92,9.78,4.8,2.54,0.95,2.05,2.19,0.4695442670482678
Arseny Gritsyuk,Arseny Gritsyuk,arseny-gritsyuk-n-j-r-elc,N.J,R,ELC,925000,14.783039624948824,2631434.3216659934,1706434.3216659934,1.0454906084542621,Shumi Babaev,Tom Fitzgerald,25,66,13,18,31,-3,26,1.86,16.18,7.55,2.34,2.76,1.44,3.47,1.08,0.4695442670482678
Brenden Dillon,Brenden Dillon,brenden-dillon-n-j-d-std,N.J,D,STD,4000000,15.026075408214783,3355379.4042702094,-644620.5957297906,-0.17572951086938104,Allain Roy,Tom Fitzgerald,35,82,3,12,15,-13,89,0.61,5.24,1.26,0.12,2.28,0.41,8.21,4.19,0.4695442670482678
Brett Pesce,Brett Pesce,brett-pesce-n-j-d-std,N.J,D,STD,5500000,14.640848809317564,2282652.7451404706,-3217347.2548595294,-0.8794098408851347,Judd Moldaver,Tom Fitzgerald,31,37,1,6,7,-11,6,0.5599999999999999,6.95,2.48,0.72,1.84,1.28,0.88,6.39,0.4695442670482678
Cody Glass,Cody Glass,cody-glass-n-j-c-std,N.J,C,STD,2500000,14.733111548233065,2503277.792895482,3277.7928954819217,0.0013102583946356106,Murray Koontz,Tom Fitzgerald,27,70,19,7,26,3,39,1.64,11.21,7.87,3.84,2.2,0.5,2.64,2.52,0.4695442670482678
Connor Brown,Connor Brown,connor-brown-n-j-r-std,N.J,R,STD,3000000,15.184069916813417,3929685.349160882,929685.3491608822,0.2699470701810327,Judd Moldaver,Tom Fitzgerald,32,75,18,25,43,-1,22,1.96,9.94,6.75,3.83,2.69,0.96,1.14,1.69,0.4695442670482678
Dawson Mercer,Dawson Mercer,dawson-mercer-n-j-c-std,N.J,C,STD,4000000,14.6742722900987,2360236.2787358034,-1639763.7212641966,-0.5275326289854636,Pat Brisson,Tom Fitzgerald,24,82,20,22,42,-2,33,1.6800000000000002,12.81,8.51,4.54,3.01,1.08,1.32,1.89,0.4695442670482678
Dennis Cholowski,Dennis Cholowski,dennis-cholowski-n-j-d-std,N.J,D,STD,775000,14.024643045347199,1232608.2927596828,457608.29275968275,0.46402473701171587,Allain Roy,Tom Fitzgerald,28,17,0,2,2,-6,2,0.48,6.01,1.2,0.24,4.33,1.2,0.72,4.33,0.4695442670482678
Dougie Hamilton,Dougie Hamilton,dougie-hamilton-n-j-d-std,N.J,D,STD,9000000,15.463499873072662,5196520.749988362,-3803479.250011638,-0.54923526222783,J.P. Barry,Tom Fitzgerald,33,77,12,27,39,-2,50,1.3699999999999999,16.53,4.45,0.58,4.3,0.51,3.15,2.79,0.4695442670482678
Evgenii Dadonov,Evgenii Dadonov,evgenii-dadonov-n-j-l-std,N.J,L,STD,1000000,14.625126868915311,2247045.6544432035,1247045.6544432035,0.8096163109510375,Rick Komarow,Tom Fitzgerald,37,24,1,0,1,-6,2,0.23,9.15,4.93,2.35,3.52,0.47,1.64,2.82,0.4695442670482678
Jack Hughes,Jack Hughes,jack-hughes-n-j-c-std,N.J,C,STD,8000000,15.294649431656218,4389164.428124848,-3610835.571875152,-0.6003026679878918,Pat Brisson,Tom Fitzgerald,25,61,27,50,77,0,10,3.56,19.84,11.86,4.11,5.81,1.71,0.18,1.48,0.4695442670482678
Jesper Bratt,Jesper Bratt,jesper-bratt-n-j-l-std,N.J,L,STD,7875000,15.169009151965016,3870944.7318251966,-4004055.2681748034,-0.7101945907109553,Joakim Persson,Tom Fitzgerald,27,82,22,49,71,-11,12,2.77,13.8,7.92,3.31,3.59,0.94,2.89,0.94,0.4695442670482678
Johnathan Kovacevic,Johnathan Kovacevic,johnathan-kovacevic-n-j-d-std,N.J,D,STD,4000000,14.17492744692291,1432493.8679846898,-2567506.13201531,-1.0268774721612548,Richard Evans,Tom Fitzgerald,28,34,0,8,8,0,38,0.79,7.7,2.07,0.59,2.77,0.89,5.63,3.85,0.4695442670482678
Jonas Siegenthaler,Jonas Siegenthaler,jonas-siegenthaler-n-j-d-std,N.J,D,STD,3400000,14.765544280017103,2585796.8562237993,-814203.1437762007,-0.27374170956928623,Allain Roy,Tom Fitzgerald,29,82,0,16,16,-9,48,0.6,6.24,1.77,0.6,3.38,0.79,3.46,5.07,0.4695442670482678
Lenni Hämeenaho,Lenni Hämeenaho,lenni-h-meenaho-n-j-r-elc,N.J,R,ELC,950000,13.935227157605842,1127177.3638411155,177177.3638411155,0.17100989402911893,Markus Lehto,Tom Fitzgerald,21,33,2,6,8,-3,14,1.2,13.58,5.67,2.24,1.79,0.9,2.99,2.39,0.4695442670482678
Luke Hughes,Luke Hughes,luke-hughes-n-j-d-std,N.J,D,STD,9000000,14.536651223888182,2056777.9696393223,-6943222.030360678,-1.47608391141231,Pat Brisson,Tom Fitzgerald,22,68,6,29,35,-4,32,1.34,14.38,4.29,0.69,4.14,1.11,0.73,1.99,0.4695442670482678
Simon Nemec,Simon Nemec,simon-nemec-n-j-d-elc,N.J,D,ELC,918333,14.520272482578607,2023364.9141934547,1105031.9141934547,0.7899571336540365,J.P. Barry,Tom Fitzgerald,22,68,11,15,26,-11,26,1.1600000000000001,12.07,3.5,0.67,3.59,1.08,1.03,4.67,0.4695442670482678
Stefan Noesen,Stefan Noesen,stefan-noesen-n-j-r-std,N.J,R,STD,2750000,14.499558955447995,1981884.9711815603,-768115.0288184397,-0.3275525141947586,Wade Arnott,Tom Fitzgerald,33,38,3,4,7,-12,33,0.9400000000000001,12.49,6.99,4.84,3.09,0.4,4.43,2.01,0.4695442670482678
Timo Meier,Timo Meier,timo-meier-n-j-r-std,N.J,R,STD,8800000,15.201583454991306,3999114.241714014,-4800885.758285986,-0.7886788244571292,Claude Lemieux,Tom Fitzgerald,29,77,24,20,44,-16,22,1.85,22.94,12.37,5.89,3.41,1.14,5.51,2.23,0.4695442670482678
Maxim Tsyplakov,Maxim Tsyplakov,maxim-tsyplakov-n-j-r-std,N.J,R,STD,2250000,13.897805595021913,1085776.1067652872,-1164223.8932347128,-0.7286351791586902,Ryan Barnes,Mathieu Darche,27,49,2,2,4,-17,6,0.54,12.22,5.77,3.36,3.76,1.07,11.14,1.07,0.4695442670482678
Ondrej Palat,Ondrej Palat,ondrej-palat-n-j-l-std,N.J,L,STD,6000000,15.086779186378926,3565372.8277588286,-2434627.1722411714,-0.5204908408134035,Craig Oster,Tom Fitzgerald,35,80,5,10,15,-11,14,0.8799999999999999,9.89,6.73,3.57,2.4,0.7,7.78,3.92,0.4695442670482678
Luke Glendening,Luke Glendening,luke-glendening-n-j-c-std,N.J,C,STD,775000,15.014274417300408,3316015.3267966113,2541015.3267966113,1.4536561089649247,Shawn Hunwick,Tom Fitzgerald,37,70,2,7,9,-7,8,0.73,6.75,4.56,3.17,0.89,0.49,7.89,4.31,0.4695442670482678
Nick Bjugstad,Nick Bjugstad,nick-bjugstad-n-j-c-std,N.J,C,STD,1750000,14.741684879227524,2524831.4834267986,774831.4834267986,0.3665585333278276,Ben Hankinson,Doug Armstrong,33,61,6,3,9,-11,33,0.81,12.5,7.01,3.24,2.07,0.9,9.71,2.97,0.4695442670482678
Adam Wilsby,Adam Wilsby,adam-wilsby-nsh-d-std,NSH,D,STD,775000,14.36138318603445,1726113.9808791757,951113.9808791757,0.8007648776989669,Joakim Persson,Barry Trotz,25,58,1,15,16,2,29,0.97,8.27,2.98,0.79,2.86,0.91,1.7,2.86,0.4695442670482678
Brady Skjei,Brady Skjei,brady-skjei-nsh-d-std,NSH,D,STD,7000000,15.110755380607957,3651889.930053596,-3348110.069946404,-0.6506653264116302,Wade Arnott,Barry Trotz,32,82,3,23,26,-7,40,0.84,8.84,2.91,0.32,3.66,0.97,2.27,2.72,0.4695442670482678
Cole O'Hara,Cole O'Hara,cole-o-hara-nsh-r-elc,NSH,R,ELC,860000,14.190336248114047,1454737.8173855273,594737.8173855273,0.525648579884356,Joseph Resnick,Barry Trotz,24,1,0,1,1,1,0,5.27,5.27,0.0,0.0,10.54,5.27,10.54,0.0,0.4695442670482678
Jonathan Marchessault,Jonathan Marchessault,jonathan-marchessault-nsh-r-std,NSH,R,STD,5500000,15.234823456262848,4134278.794119636,-1365721.205880364,-0.2854351939398505,Pat Brisson,Barry Trotz,35,62,12,19,31,-18,30,1.8,15.41,8.86,4.23,3.71,0.87,4.34,0.52,0.4695442670482678
Kevin Gravel,Kevin Gravel,kevin-gravel-nsh-d-std,NSH,D,STD,775000,14.26120060302201,1561567.3759886248,786567.3759886248,0.7005822946865266,Dean Grillo,Barry Trotz,34,1,0,0,0,0,0,0.0,3.61,0.0,0.0,3.61,0.0,3.61,10.84,0.4695442670482678
Luke Evangelista,Luke Evangelista,luke-evangelista-nsh-r-std,NSH,R,STD,3000000,14.932876967630976,3056793.252170813,56793.252170812804,0.018754120998591972,Judd Moldaver,Barry Trotz,24,81,12,44,56,1,28,2.49,14.08,7.75,3.7,2.58,1.11,0.94,0.94,0.4695442670482678
Matthew Wood,Matthew Wood,matthew-wood-nsh-r-elc,NSH,R,ELC,950000,14.44226765259117,1871531.5280496676,921531.5280496676,0.6780503890144463,Sean Coffey,Barry Trotz,21,71,17,13,30,-3,14,2.06,13.17,8.23,3.29,2.81,0.69,3.64,1.71,0.4695442670482678
Nicklaus Perbix,Nicklaus Perbix,nicklaus-perbix-nsh-d-std,NSH,D,STD,2750000,14.7209533419513,2473026.697286384,-276973.3027136158,-0.10615812769145272,Brian & Scott Bartlett,Barry Trotz,28,79,3,10,13,-14,20,0.52,7.19,2.34,0.24,3.81,0.91,1.23,3.78,0.4695442670482678
Nicolas Hague,Nicolas Hague,nicolas-hague-nsh-d-std,NSH,D,STD,5500000,14.440726075942585,1868648.6414152165,-3631351.3585847835,-1.0795325742601136,Murray Koontz,Barry Trotz,27,62,3,12,15,-10,47,0.74,8.23,2.12,0.35,2.22,0.74,3.75,2.66,0.4695442670482678
Ozzy Wiesblatt,Ozzy Wiesblatt,ozzy-wiesblatt-nsh-c-std,NSH,C,STD,775000,13.599433139900924,805672.9258213836,30672.9258213836,0.038814831565440855,Dave Cowan,Barry Trotz,24,40,1,4,5,-6,38,0.74,9.13,4.42,1.92,2.21,1.03,14.73,2.65,0.4695442670482678
Ryan O'Reilly,Ryan O'Reilly,ryan-o-reilly-nsh-c-std,NSH,C,STD,4500000,15.652704642055577,6278895.467822765,1778895.467822765,0.3331166873150284,Patrick Morris,Barry Trotz,35,81,25,49,74,8,22,2.69,9.33,7.26,4.9,1.78,1.82,0.62,2.4,0.4695442670482678
Ryan Ufko,Ryan Ufko,ryan-ufko-nsh-d-elc,NSH,D,ELC,925000,14.155539850890207,1404988.7461920856,479988.74619208556,0.41799083439564555,John Kofi Osei-Tutu & Bobby Gauthier,Barry Trotz,23,18,2,9,11,0,6,2.64,7.92,2.64,0.96,2.88,0.72,2.4,3.12,0.4695442670482678
Steven Stamkos,Steven Stamkos,steven-stamkos-nsh-c-std,NSH,C,STD,8000000,15.901098894873341,8049325.80433655,49325.804336549714,0.006146795229231117,Donald Meehan,Barry Trotz,36,82,42,24,66,-17,58,2.71,16.75,8.99,3.98,2.67,0.99,3.65,1.48,0.4695442670482678
Filip Forsberg,Filip Forsberg,filip-forsberg-nsh-l-std,NSH,L,STD,8500000,15.727232141925299,6764724.821215273,-1735275.1787847271,-0.22834457953524634,J.P. Barry,David Poile,31,82,40,35,75,-2,34,2.91,21.35,8.99,3.25,4.07,1.86,4.8,1.28,0.4695442670482678
Fyodor Svechkov,Fyodor Svechkov,fyodor-svechkov-nsh-c-elc,NSH,C,ELC,925000,14.272475046511639,1579272.8009823777,654272.8009823777,0.5349260300170773,Daniel Milstein,David Poile,23,70,4,13,17,-6,22,1.2000000000000002,10.15,5.96,2.56,3.48,1.35,4.26,2.06,0.4695442670482678
Joakim Kemell,Joakim Kemell,joakim-kemell-nsh-r-elc,NSH,R,ELC,886666,13.604467480372254,809739.184515724,-76926.81548427604,-0.09075615983753593,Craig Oster,David Poile,22,16,1,2,3,2,0,1.08,12.25,5.04,2.16,1.8,1.44,9.01,3.24,0.4695442670482678
Roman Josi,Roman Josi,roman-josi-nsh-d-std,NSH,D,STD,9059000,15.796269569429954,7248242.396923999,-1810757.6030760007,-0.2229997272214721,Judd Moldaver,David Poile,36,68,13,42,55,-15,30,1.95,13.66,4.97,0.74,2.73,0.82,0.85,3.58,0.4695442670482678
Zachary L'Heureux,Zachary L'Heureux,zachary-l-heureux-nsh-l-elc,NSH,L,ELC,863334,13.387787568591135,651991.9984979872,-211342.00150201283,-0.2807693486169498,Allan Walsh,David Poile,23,25,4,1,5,3,21,0.8999999999999999,11.47,8.07,5.38,2.87,0.9,11.47,2.69,0.4695442670482678
Tyson Jost,Tyson Jost,tyson-jost-nsh-c-std,NSH,C,STD,775000,14.666045314824853,2340898.3287194674,1565898.3287194674,1.1054270064893696,J.P. Barry,Eric Tulsky,28,69,8,8,16,-21,30,1.12,12.05,6.37,2.94,2.52,1.54,4.69,2.17,0.4695442670482678
Reid Schaefer,Reid Schaefer,reid-schaefer-nsh-l-elc,NSH,L,ELC,886666,13.630940570448484,831461.7459209302,-55204.254079069826,-0.06428306976130571,Eustace King,Ken Holland,22,47,6,2,8,-12,17,1.05,10.86,5.56,3.31,2.52,0.66,14.3,3.97,0.4695442670482678
Justin Barron,Justin Barron,justin-barron-nsh-d-std,NSH,D,STD,1150000,14.119457364700933,1355196.9668232219,205196.96682322188,0.16418486436150026,Wade Arnott,Kent Hughes,24,52,0,9,9,-1,17,0.73,7.29,2.27,0.73,4.21,0.32,3.0,4.86,0.4695442670482678
Erik Haula,Erik Haula,erik-haula-nsh-l-std,NSH,L,STD,3150000,15.340886725798345,4596872.439662722,1446872.439662722,0.37797371499652854,Allain Roy,Tom Fitzgerald,35,81,14,24,38,-15,64,1.69,11.24,6.0,3.42,2.62,0.67,5.24,2.27,0.4695442670482678
Cole Smith,Cole Smith,cole-smith-nsh-r-std,NSH,R,STD,1000000,14.262145066720752,1563042.9163758687,563042.9163758687,0.44663450875647825,Dean Grillo,Barry Trotz,30,63,8,4,12,-7,40,0.8599999999999999,10.4,7.39,4.45,1.51,1.0,12.41,1.29,0.4695442670482678
Calum Ritchie,Calum Ritchie,calum-ritchie-nyi-c-elc,NYI,C,ELC,918333,14.277441802385814,1587136.1750082448,668803.1750082448,0.5471264534612441,Wade Arnott,Chris MacFarland,21,65,13,17,30,-14,22,2.06,9.53,5.96,3.56,3.7,0.62,1.17,2.33,0.4695442670482678
Adam Pelech,Adam Pelech,adam-pelech-nyi-d-std,NYI,D,STD,5750000,15.130882275085602,3726135.796328165,-2023864.203671835,-0.4338281376879305,Paul Capizzano,Lou Lamoriello,31,82,4,12,16,4,50,0.56,11.17,2.66,0.35,2.45,1.09,2.31,4.38,0.4695442670482678
Anders Lee,Anders Lee,anders-lee-nyi-l-std,NYI,L,STD,7000000,15.354122954671583,4658122.158793769,-2341877.841206231,-0.40729775234800414,Neil Sheehy,Lou Lamoriello,35,82,19,23,42,0,44,1.9700000000000002,17.22,12.45,8.66,2.81,0.47,4.26,1.73,0.4695442670482678
Anthony Duclair,Anthony Duclair,anthony-duclair-nyi-l-std,NYI,L,STD,3500000,15.098301065898925,3606690.1936952276,106690.19369522762,0.030027539439283046,Anthony Duclair,Lou Lamoriello,30,62,12,15,27,0,12,1.98,11.14,6.3,2.71,1.98,0.66,0.66,3.08,0.4695442670482678
Bo Horvat,Bo Horvat,bo-horvat-nyi-c-std,NYI,C,STD,8500000,15.449401089537439,5123770.18114219,-3376229.8188578105,-0.5061756319231066,Patrick Morris,Lou Lamoriello,31,68,31,26,57,8,40,2.42,17.04,10.88,3.44,2.93,0.81,2.17,1.61,0.4695442670482678
Casey Cizikas,Casey Cizikas,casey-cizikas-nyi-c-std,NYI,C,STD,2500000,15.047811618659868,3429111.057557997,929111.0575579968,0.316010328821438,Patrick Morris,Lou Lamoriello,35,81,10,8,18,-3,20,1.13,9.76,5.85,3.52,3.08,0.63,9.63,3.59,0.4695442670482678
Isaiah George,Isaiah George,isaiah-george-nyi-d-elc,NYI,D,ELC,838333,13.663613934036889,859077.0841660039,20744.084166003857,0.024443258803414025,J.P. Barry,Lou Lamoriello,22,4,0,1,1,1,0,1.12,6.73,1.12,0.0,2.24,2.24,1.12,3.37,0.4695442670482678
Jean-Gabriel Pageau,Jean-Gabriel Pageau,jean-gabriel-pageau-nyi-c-std,NYI,C,STD,5000000,15.04303636702926,3412775.224288279,-1587224.7757117208,-0.38191210336911574,Craig Oster,Lou Lamoriello,33,74,17,18,35,0,4,1.81,7.76,5.28,3.16,2.59,0.83,5.95,2.64,0.4695442670482678
Kyle MacLean,Kyle MacLean,kyle-maclean-nyi-c-std,NYI,C,STD,775000,13.977183418353746,1175475.6337732307,400475.6337732307,0.41656511001826324,Michael Curran,Lou Lamoriello,27,59,2,5,7,-6,40,0.6699999999999999,9.09,5.32,3.29,2.9,0.77,11.7,2.22,0.4695442670482678
Mathew Barzal,Mathew Barzal,mathew-barzal-nyi-c-std,NYI,C,STD,9150000,15.371715973436727,4740797.71320593,-4409202.28679407,-0.6575484638149778,J.P. Barry,Lou Lamoriello,29,81,19,53,72,10,61,2.58,13.63,6.31,2.8,3.34,1.51,1.04,1.79,0.4695442670482678
Ryan Pulock,Ryan Pulock,ryan-pulock-nyi-d-std,NYI,D,STD,6150000,15.14492163097748,3778817.2846499854,-2371182.7153500146,-0.48704100880522105,Jarrett Bousquet,Lou Lamoriello,31,76,3,24,27,9,16,1.02,8.46,1.71,0.15,2.92,1.02,1.86,5.58,0.4695442670482678
Scott Mayfield,Scott Mayfield,scott-mayfield-nyi-d-std,NYI,D,STD,3500000,15.11830936937094,3679580.721837931,179580.72183793085,0.05003584291129748,Matt & Ryan Keator,Lou Lamoriello,33,80,2,13,15,-11,83,0.6799999999999999,8.51,1.96,0.18,3.1,0.91,3.42,3.73,0.4695442670482678
Adam Boqvist,Adam Boqvist,adam-boqvist-nyi-d-std,NYI,D,STD,850000,14.07333715502057,1294114.3959212778,444114.3959212778,0.42034552655407076,Craig Oster,Mathieu Darche,25,28,0,4,4,-9,8,0.65,8.35,2.62,0.0,1.8,0.82,1.8,3.76,0.4695442670482678
Alexander Romanov,Alexander Romanov,alexander-romanov-nyi-d-std,NYI,D,STD,6250000,13.735729679706136,923318.6434114259,-5326681.356588574,-1.912362342006448,Daniel Milstein,Mathieu Darche,26,15,0,1,1,-7,6,0.21,7.82,1.03,0.41,3.7,0.82,6.38,6.38,0.4695442670482678
Emil Heineman,Emil Heineman,emil-heineman-nyi-l-std,NYI,L,STD,1100000,14.461446344739233,1907771.4615209901,807771.4615209901,0.5506256069706339,Matt & Ryan Keator,Mathieu Darche,24,82,22,9,31,-13,18,1.37,14.27,8.37,3.04,2.33,0.4,10.88,2.38,0.4695442670482678
Kyle Palmieri,Kyle Palmieri,kyle-palmieri-nyi-c-std,NYI,C,STD,4750000,15.045068959582737,3419719.060399983,-1330280.939600017,-0.3285862164280857,Brian & Scott Bartlett,Mathieu Darche,35,25,6,12,18,-2,8,2.29,16.02,10.3,5.47,2.29,1.02,2.42,1.14,0.4695442670482678
Marc Gatcomb,Marc Gatcomb,marc-gatcomb-nyi-c-std,NYI,C,STD,900000,13.563092545863435,776919.9082592457,-123080.09174075432,-0.14705749644301314,Jordan Neumann & George Bazos,Mathieu Darche,26,49,3,4,7,-3,10,0.85,11.41,6.19,4.01,1.46,0.73,23.31,2.91,0.4695442670482678
Matthew Schaefer,Matthew Schaefer,matthew-schaefer-nyi-d-elc,NYI,D,ELC,975000,14.59478646943642,2179893.2581964475,1204893.2581964475,0.8045937194564345,Patrick Morris,Mathieu Darche,18,82,23,36,59,13,38,1.75,15.62,5.66,1.25,2.67,1.13,1.19,3.29,0.4695442670482678
Simon Holmstrom,Simon Holmstrom,simon-holmstrom-nyi-r-std,NYI,R,STD,3625000,14.817887526939684,2724750.7852407084,-900249.2147592916,-0.28547731933122833,J.P. Barry,Mathieu Darche,25,79,19,22,41,4,16,1.8599999999999999,9.35,5.99,2.22,2.54,1.41,0.73,2.04,0.4695442670482678
Tony DeAngelo,Tony DeAngelo,tony-deangelo-nyi-d-std,NYI,D,STD,1750000,15.210332404642722,4034255.7925381423,2284255.7925381423,0.8352060587430259,Pat Brisson,Mathieu Darche,30,76,5,30,35,-5,43,1.45,12.91,4.08,0.58,3.96,0.82,1.36,2.89,0.4695442670482678
Carson Soucy,Carson Soucy,carson-soucy-nyi-d-std,NYI,D,STD,3250000,14.812297164233819,2709560.9380054693,-540439.0619945307,-0.18186839007210232,Gerry Johannson,Patrik Allvin,31,76,5,7,12,-6,38,0.5700000000000001,7.6,1.91,0.48,3.68,0.96,5.02,4.35,0.4695442670482678
Brayden Schenn,Brayden Schenn,brayden-schenn-nyi-c-std,NYI,C,STD,6500000,15.18098199865151,3917569.5183748733,-2582430.4816251267,-0.5063307362143554,Ben Hankinson,Doug Armstrong,34,80,18,21,39,-28,68,1.75,10.6,7.07,3.4,2.24,0.81,8.05,1.83,0.4695442670482678
Jonathan Drouin,Jonathan Drouin,jonathan-drouin-nyi-l-std,NYI,L,STD,4000000,14.886271689550934,2917599.3320865324,-1082400.6679134676,-0.31553322953323004,Allan Walsh,Mathieu Darche,31,64,4,20,24,-5,19,1.33,9.12,5.67,2.67,2.33,0.78,1.0,1.78,0.4695442670482678
Adam Edstrom,Adam Edstrom,adam-edstrom-nyr-c-std,NYR,C,STD,975000,13.664064645986528,859464.367743611,-115535.63225638901,-0.12612810399345697,Matt & Ryan Keator,Chris Drury,25,35,3,2,5,1,2,0.9,9.78,6.89,4.53,3.26,0.91,11.78,3.99,0.4695442670482678
Adam Fox,Adam Fox,adam-fox-nyr-d-std,NYR,D,STD,9500000,15.148107768545975,3790876.317031732,-5709123.682968268,-0.9186945880247936,Matt & Ryan Keator,Chris Drury,28,55,9,44,53,5,20,2.4499999999999997,12.65,4.11,0.69,3.0,1.66,1.11,3.42,0.4695442670482678
Adam Sýkora,Adam Sýkora,adam-s-kora-nyr-l-elc,NYR,L,ELC,806666,13.5909910327473,798899.9778522294,-7766.022147770622,-0.009673950270835618,Gerry Johannson,Chris Drury,21,11,3,1,4,0,5,1.95,12.69,8.79,5.37,1.46,0.98,9.76,4.88,0.4695442670482678
Alexis Lafreniere,Alexis Lafreniere,alexis-lafreniere-nyr-l-std,NYR,L,STD,7450000,14.821100782763523,2733520.1881920975,-4716479.8118079025,-1.0026238075922187,Olivier Fortier,Chris Drury,24,82,24,33,57,-7,20,2.37,13.68,9.02,4.62,2.12,1.04,3.49,1.75,0.4695442670482678
Braden Schneider,Braden Schneider,braden-schneider-nyr-d-std,NYR,D,STD,2200000,14.44142256289484,1869950.584152744,-330049.4158472561,-0.1625453554337053,Jason Davidson & Blake Evans,Chris Drury,24,82,2,16,18,-5,26,0.6399999999999999,9.09,2.0,0.32,3.44,0.79,5.83,5.01,0.4695442670482678
Conor Sheary,Conor Sheary,conor-sheary-nyr-l-std,NYR,L,STD,775000,15.153553305452986,3811575.983171928,3036575.983171928,1.5929349971175029,Lewis Gross,Chris Drury,34,62,7,11,18,1,14,1.24,11.46,7.35,3.16,2.88,1.24,1.51,2.54,0.4695442670482678
Drew Fortescue,Drew Fortescue,drew-fortescue-nyr-d-elc,NYR,D,ELC,923333,13.433778387588694,682677.870079953,-240655.129920047,-0.3019668408958225,Jerry Buckley,Chris Drury,21,9,0,2,2,4,4,0.9,5.84,0.9,0.0,2.25,0.0,2.69,3.14,0.4695442670482678
Gabe Perreault,Gabe Perreault,gabe-perreault-nyr-r-elc,NYR,R,ELC,941667,14.072580794378116,1293135.9488014623,351468.9488014623,0.3171738065013088,Pat Brisson,Chris Drury,21,49,12,15,27,0,10,2.07,10.72,8.58,4.98,2.76,0.77,1.91,1.69,0.4695442670482678
Jaroslav Chmelar,Jaroslav Chmelar,jaroslav-chmelar-nyr-r-elc,NYR,R,ELC,867500,13.596343728432037,803187.711545592,-64312.28845440794,-0.07702706237111379,Jerry Buckley,Chris Drury,22,28,4,2,6,-2,11,1.41,9.83,6.32,3.51,0.94,1.4,12.41,3.75,0.4695442670482678
Jonny Brodzinski,Jonny Brodzinski,jonny-brodzinski-nyr-c-std,NYR,C,STD,787500,15.074081835102916,3520388.2335090637,2732888.2335090637,1.4974631854209903,Pat Brisson,Chris Drury,33,55,6,10,16,-1,12,1.5699999999999998,14.94,7.52,3.42,1.95,1.37,4.59,1.86,0.4695442670482678
Matt Rempe,Matt Rempe,matt-rempe-nyr-c-std,NYR,C,STD,975000,12.785688675985082,357070.55560592137,-617929.4443940786,-1.0045040739949034,Gerry Johannson,Chris Drury,23,26,1,0,1,-4,11,0.27,8.58,6.17,4.29,1.34,0.54,23.32,1.61,0.4695442670482678
Matthew Robertson,Matthew Robertson,matthew-robertson-nyr-d-std,NYR,D,STD,775000,14.52096319987795,2024762.9701176968,1249762.9701176968,0.9603448915424675,J.P. Barry,Chris Drury,25,72,6,12,18,-1,38,0.8599999999999999,10.34,2.63,0.05,2.49,0.43,5.12,3.83,0.4695442670482678
Mika Zibanejad,Mika Zibanejad,mika-zibanejad-nyr-c-std,NYR,C,STD,8500000,15.621755930861273,6087547.997011684,-2412452.002988316,-0.3338207905992725,Monir Kalgoum,Chris Drury,33,81,34,44,78,-20,14,2.77,14.75,7.48,3.37,3.97,1.21,3.72,1.77,0.4695442670482678
Noah Laba,Noah Laba,noah-laba-nyr-c-elc,NYR,C,ELC,870000,14.194490954357878,1460794.3986243212,590794.3986243212,0.5182424637271108,Richard Evans,Chris Drury,22,74,9,15,24,2,31,1.44,8.55,6.26,2.83,2.35,0.72,6.56,2.59,0.4695442670482678
Taylor Raddysh,Taylor Raddysh,taylor-raddysh-nyr-r-std,NYR,R,STD,1500000,14.64382653622087,2289459.991661223,789459.9916612231,0.42285087014843015,David Gagner,Chris Drury,28,68,9,10,19,5,12,1.42,7.82,4.92,2.83,1.86,1.04,3.65,2.98,0.4695442670482678
Urho Vaakanainen,Urho Vaakanainen,urho-vaakanainen-nyr-d-std,NYR,D,STD,1550000,14.266000896295695,1569081.3776371353,19081.37763713533,0.012235407400266851,Mika Rautakallio,Chris Drury,27,34,0,6,6,0,14,0.76,8.41,1.78,0.0,2.8,0.64,1.4,3.44,0.4695442670482678
Vincent Trocheck,Vincent Trocheck,vincent-trocheck-nyr-c-std,NYR,C,STD,5625000,15.010021858102439,3301943.716701721,-2323056.283298279,-0.5327096479523181,Matthew Oates,Chris Drury,32,67,16,37,53,-16,64,2.31,11.16,7.36,3.83,3.49,1.18,8.41,2.14,0.4695442670482678
Vladislav Gavrikov,Vladislav Gavrikov,vladislav-gavrikov-nyr-d-std,NYR,D,STD,7000000,15.071287429810821,3510564.5740346303,-3489435.4259653697,-0.6901332772087656,Pat Brisson,Chris Drury,30,82,14,21,35,-8,50,1.08,9.87,2.9,0.74,3.18,0.68,1.54,3.24,0.4695442670482678
Will Cuylle,Will Cuylle,will-cuylle-nyr-l-std,NYR,L,STD,3900000,14.383116891888216,1764039.472304221,-2135960.5276957788,-0.7933702192116581,David Gagner,Chris Drury,24,82,20,18,38,-12,65,1.65,14.67,8.77,4.6,2.43,0.39,13.11,2.95,0.4695442670482678
