player,display_name,slug,team,position,contract_type,actual_cap_hit,predicted_log_cap_hit,predicted_market_value,contract_surplus,log_contract_surplus,agent,signing_gm,age,games_played,goals,assists,points,plus_minus,pim,points_per_60,icf_per_60,iscf_per_60,ihdcf_per_60,giveaways_per_60,takeaways_per_60,hits_per_60,shots_blocked_per_60,r2
William Borgen,William Borgen,william-borgen-nyr-d-std,NYR,D,STD,4100000,14.729676468365856,2494693.58590635,-1605306.41409365,-0.4968210633086798,Dean Grillo,Chris Drury,29,75,5,10,15,3,41,0.66,8.03,1.73,0.22,2.57,0.75,4.92,4.39,0.4695442670482678
J.T. Miller,J.T. Miller,j-t-miller-nyr-c-std,NYR,C,STD,8000000,15.111889115974035,3656032.554696628,-4343967.445303372,-0.7830629836700744,Brian & Scott Bartlett,Patrik Allvin,33,68,17,36,53,-30,33,2.3200000000000003,12.22,8.37,5.04,3.68,0.66,5.39,1.49,0.4695442670482678
Vincent Iorio,Vincent Iorio,vincent-iorio-nyr-d-elc,NYR,D,ELC,814167,13.757441768372027,943585.036374319,129418.036374319,0.1475209847245651,J.P. Barry,Brian MacLellan,23,27,0,3,3,-4,12,0.42,5.79,1.41,0.28,3.67,0.99,2.12,5.51,0.4695442670482678
Tye Kartye,Tye Kartye,tye-kartye-nyr-l-std,NYR,L,STD,1250000,14.295009963799409,1615265.607233076,365265.6072330759,0.25635585452092435,Andy Scott,Jason Botterill,25,64,8,14,22,-6,38,1.73,10.66,5.33,2.12,2.35,1.33,13.56,3.21,0.4695442670482678
Nick Jensen,Nick Jensen,nick-jensen-ott-d-std,OTT,D,STD,4050000,15.11448726606769,3665543.826526518,-384456.173473482,-0.09974017301503224,Ben Hankinson,Brian MacLellan,35,61,4,13,17,-2,22,0.98,7.0,1.73,0.29,2.95,0.64,2.2,3.76,0.4695442670482678
Dennis Gilbert,Dennis Gilbert,dennis-gilbert-ott-d-std,OTT,D,STD,875000,13.924925549481477,1115625.2292959206,240625.22929592058,0.2429463841417263,Brian & Scott Bartlett,Daniel Briere,29,8,0,1,1,0,2,0.59,4.14,1.18,0.0,3.55,0.0,5.91,7.09,0.4695442670482678
Dylan Cozens,Dylan Cozens,dylan-cozens-ott-c-std,OTT,C,STD,7100000,14.794527716510629,2661838.790364076,-4438161.209635925,-0.9810776255009142,Allain Roy,Kevyn Adams,25,82,28,31,59,-7,59,2.5300000000000002,16.36,11.34,5.28,2.28,0.82,9.23,1.03,0.4695442670482678
Artyom Zub,Artyom Zub,artyom-zub-ott-d-std,OTT,D,STD,4600000,15.05089641737288,3439705.507406372,-1160294.492593628,-0.2906704440864445,Daniel Milstein,Pierre Dorion,30,81,5,25,30,22,57,1.07,7.94,2.07,0.25,2.78,0.93,2.35,4.28,0.4695442670482678
Brady Tkachuk,Brady Tkachuk,brady-tkachuk-ott-l-std,OTT,L,STD,8205714,14.967674505814495,3165034.4741719174,-5040679.525828082,-0.9526667930154922,Craig Oster,Pierre Dorion,26,60,22,37,59,4,71,3.4800000000000004,21.82,13.56,6.78,2.36,0.83,9.55,1.12,0.4695442670482678
Drake Batherson,Drake Batherson,drake-batherson-ott-r-std,OTT,R,STD,4975000,15.176061891288699,3898341.995269624,-1076658.004730376,-0.24387403728613144,Paul Capizzano,Pierre Dorion,28,79,33,38,71,-7,33,3.0999999999999996,14.79,9.24,4.86,2.76,0.96,5.34,0.96,0.4695442670482678
Jake Sanderson,Jake Sanderson,jake-sanderson-ott-d-std,OTT,D,STD,8050000,14.846128268308973,2802796.616547249,-5247203.383452751,-1.0550543810857729,Pat Brisson,Pierre Dorion,23,67,14,40,54,16,8,1.94,13.48,3.97,0.65,2.92,1.12,1.05,4.61,0.4695442670482678
Thomas Chabot,Thomas Chabot,thomas-chabot-ott-d-std,OTT,D,STD,8000000,15.014192753273855,3315744.538689889,-4684255.461310111,-0.8807593463702545,Ian Pulver,Pierre Dorion,29,57,7,24,31,6,22,1.4500000000000002,11.84,3.08,0.42,2.75,1.17,1.68,5.17,0.4695442670482678
Tim Stutzle,Tim Stutzle,tim-stutzle-ott-c-std,OTT,C,STD,8350000,14.976453398112323,3192942.2915658853,-5157057.708434114,-0.9613186987147149,Ben Hankinson,Pierre Dorion,24,80,34,49,83,7,39,3.0700000000000003,13.47,9.18,3.7,3.4,1.26,4.66,1.63,0.4695442670482678
Jordan Spence,Jordan Spence,jordan-spence-ott-d-std,OTT,D,STD,1500000,14.721530503664512,2474454.445593003,974454.4455930032,0.5005548375920732,Peter MacTavish,Rob Blake,25,73,7,24,31,15,22,1.36,12.29,3.95,0.79,2.98,0.7,2.41,2.59,0.4695442670482678
Arthur Kaliyev,Arthur Kaliyev,arthur-kaliyev-ott-r-std,OTT,R,STD,775000,14.197933113645272,1465831.349651055,690831.349651055,0.6373148053097886,Ian Pulver,Steve Staios,24,2,0,1,1,0,0,2.83,22.62,8.48,5.66,5.66,0.0,0.0,0.0,0.4695442670482678
Carter Yakemchuk,Carter Yakemchuk,carter-yakemchuk-ott-d-elc,OTT,D,ELC,942500,13.849003649886475,1034060.3003326014,91560.30033260141,0.09271245158217134,Vlad Shushkovsky,Steve Staios,20,4,1,1,2,-1,2,2.06,13.42,3.1,1.03,7.22,1.03,0.0,4.13,0.4695442670482678
Claude Giroux,Claude Giroux,claude-giroux-ott-r-std,OTT,R,STD,2000000,15.806890436770345,7325635.280135625,5325635.280135625,1.2982326982461263,Pat Brisson,Steve Staios,38,82,14,35,49,20,22,2.2,11.18,5.97,2.6,2.33,1.08,2.92,1.21,0.4695442670482678
Fabian Zetterlund,Fabian Zetterlund,fabian-zetterlund-ott-l-std,OTT,L,STD,4275000,14.798834117767626,2673326.4537675753,-1601673.5462324247,-0.46946054258537195,Claude Lemieux,Steve Staios,26,82,17,16,33,-1,16,1.87,15.42,8.62,3.63,2.04,1.13,8.79,1.81,0.4695442670482678
Hayden Hodgson,Hayden Hodgson,hayden-hodgson-ott-r-std,OTT,R,STD,775000,13.126835589411534,502241.11363594374,-272758.88636405626,-0.4337827189239487,Patrick Morris,Steve Staios,30,10,0,0,0,-2,11,0.0,9.4,5.12,1.71,2.56,0.85,24.77,0.0,0.4695442670482678
Lars Eller,Lars Eller,lars-eller-ott-c-std,OTT,C,STD,1250000,15.253668036224386,4212926.253189461,2962926.2531894613,1.2150139269459022,Craig Oster,Steve Staios,37,68,5,10,15,5,12,1.1600000000000001,9.25,6.78,3.24,2.7,0.92,3.85,2.62,0.4695442670482678
Lassi Thomson,Lassi Thomson,lassi-thomson-ott-d-std,OTT,D,STD,775000,14.093355211537244,1320281.0803289155,545281.0803289155,0.5327369032017604,Craig Oster,Steve Staios,25,11,0,3,3,3,0,1.19,12.3,2.38,0.4,2.38,1.59,2.38,3.57,0.4695442670482678
Michael Amadio,Michael Amadio,michael-amadio-ott-r-std,OTT,R,STD,2600000,14.902415862795824,2965083.8287972314,365083.8287972314,0.13139385980411333,Joseph Resnick,Steve Staios,30,81,15,20,35,13,18,1.6099999999999999,8.46,5.56,3.31,2.76,1.52,4.82,2.34,0.4695442670482678
Nick Cousins,Nick Cousins,nick-cousins-ott-c-std,OTT,C,STD,825000,14.851346257357145,2817459.8014958506,1992459.8014958506,1.2282075920403273,Craig Oster,Steve Staios,32,81,9,14,23,8,92,1.49,8.95,5.32,2.98,3.05,1.1,10.96,2.66,0.4695442670482678
Nikolas Matinpalo,Nikolas Matinpalo,nikolas-matinpalo-ott-d-std,OTT,D,STD,875000,14.248911580579954,1542494.6719338892,667494.6719338892,0.5669324152402027,Murray Koontz,Steve Staios,27,50,0,5,5,-1,16,0.38,7.68,2.0,0.46,2.92,0.84,3.76,4.22,0.4695442670482678
Ridly Greig,Ridly Greig,ridly-greig-ott-c-std,OTT,C,STD,3250000,14.427697628726834,1844460.9573430603,-1405539.0426569397,-0.5664679255790865,Kevin Epp,Steve Staios,23,77,13,22,35,12,83,1.6400000000000001,11.58,6.58,4.01,2.29,0.93,4.48,2.43,0.4695442670482678
Shane Pinto,Shane Pinto,shane-pinto-ott-c-std,OTT,C,STD,3750000,14.705500180450654,2435104.3808298744,-1314895.6191701256,-0.43176621749593913,Lewis Gross,Steve Staios,25,72,23,23,46,6,42,2.04,13.85,8.91,4.59,2.36,1.11,4.19,2.23,0.4695442670482678
Stephen Halliday,Stephen Halliday,stephen-halliday-ott-c-elc,OTT,C,ELC,950000,14.011112122999306,1216042.2950286623,266042.2950286623,0.24689485942258216,Kevin Magnuson,Steve Staios,23,30,4,7,11,0,2,2.59,13.63,9.17,5.64,3.76,0.47,7.05,1.88,0.4695442670482678
Tyler Kleven,Tyler Kleven,tyler-kleven-ott-d-std,OTT,D,STD,1600000,14.38171010590431,1761559.5910396113,161559.59103961126,0.09619591869429911,Craig Oster,Steve Staios,24,70,3,15,18,2,53,0.89,9.58,2.12,0.2,4.05,1.48,6.23,4.69,0.4695442670482678
Kurtis MacDermid,Kurtis MacDermid,kurtis-macdermid-ott-l-std,OTT,L,STD,1150000,13.889370801951788,1076656.325786333,-73343.67421366693,-0.06590169838764481,Ian Pulver,Tom Fitzgerald,32,19,0,1,1,-5,33,0.75,3.76,2.25,1.5,1.5,0.0,13.53,4.51,0.4695442670482678
Nikita Grebenkin,Nikita Grebenkin,nikita-grebenkin-phi-r-elc,PHI,R,ELC,875000,13.931921715343835,1123457.6951077546,248457.69510775455,0.24994255000408394,Daniel Milstein,Brad Treliving,23,55,4,10,14,-7,46,1.3599999999999999,7.06,3.67,1.55,3.38,1.26,8.31,1.64,0.4695442670482678
Rasmus Ristolainen,Rasmus Ristolainen,rasmus-ristolainen-phi-d-std,PHI,D,STD,5100000,14.652375375239028,2309116.115377149,-2790883.884622851,-0.7923757224555263,Andy Scott,Chuck Fletcher,31,44,1,13,14,10,16,0.8899999999999999,9.05,2.87,0.96,2.49,0.77,3.06,4.02,0.4695442670482678
Sean Couturier,Sean Couturier,sean-couturier-phi-c-std,PHI,C,STD,7750000,15.182107254412633,3921980.2671898725,-3828019.7328101275,-0.6810961469168966,Erik Lupien,Chuck Fletcher,33,78,12,24,36,-5,30,1.6600000000000001,10.81,5.73,3.0,3.14,1.43,4.62,1.94,0.4695442670482678
Travis Sanheim,Travis Sanheim,travis-sanheim-phi-d-std,PHI,D,STD,6250000,15.073560658789505,3518553.968576985,-2731446.031423015,-0.5745313629230786,Craig Oster,Chuck Fletcher,30,81,11,26,37,12,20,1.1400000000000001,7.49,2.6,0.58,3.21,0.8,1.41,4.62,0.4695442670482678
Alex Bump,Alex Bump,alex-bump-phi-l-elc,PHI,L,ELC,950000,14.082355826582601,1305838.3765215464,355838.3765215464,0.31813856300587773,Thomas Lynn,Daniel Briere,22,17,5,4,9,3,2,2.52,15.08,8.1,3.35,3.35,0.84,4.47,1.95,0.4695442670482678
Cameron York,Cameron York,cameron-york-phi-d-std,PHI,D,STD,5150000,14.603512477706577,2198998.2587658125,-2951001.7412341875,-0.8509947949333423,Pat Brisson,Daniel Briere,25,74,4,22,26,5,28,0.93,7.12,3.02,1.01,2.41,0.72,0.86,5.22,0.4695442670482678
Christian Dvorak,Christian Dvorak,christian-dvorak-phi-c-std,PHI,C,STD,5400000,15.073048100423565,3516750.966415771,-1883249.0335842292,-0.42886141111093856,Kevin Magnuson,Daniel Briere,30,80,18,33,51,11,27,2.0700000000000003,10.73,8.09,5.2,2.52,0.81,1.54,2.11,0.4695442670482678
Denver Barkey,Denver Barkey,denver-barkey-phi-c-elc,PHI,C,ELC,863333,13.809705688710846,994211.9464467159,130878.94644671585,0.14114992980369578,Michael Curran,Daniel Briere,21,43,5,12,17,-6,16,1.77,8.01,6.14,3.85,2.81,0.83,4.48,1.98,0.4695442670482678
Emil Andrae,Emil Andrae,emil-andrae-phi-d-elc,PHI,D,ELC,903333,14.20462262772891,1475669.9200470846,572336.9200470846,0.49077609254489296,Lewis Gross,Daniel Briere,24,61,2,11,13,15,22,0.84,7.5,2.5,0.58,2.95,0.45,4.36,3.72,0.4695442670482678
Garnet Hathaway,Garnet Hathaway,garnet-hathaway-phi-r-std,PHI,R,STD,2400000,14.22204872452995,1501610.4515860842,-898389.5484139158,-0.4689305707882241,Matt & Ryan Keator,Daniel Briere,34,66,1,2,3,-6,59,0.26,6.38,3.23,1.92,3.06,0.79,22.02,5.07,0.4695442670482678
Garrett Wilson,Garrett Wilson,garrett-wilson-phi-l-std,PHI,L,STD,775000,13.632035846377503,832372.9248622288,57372.9248622288,0.07141753804202011,,Daniel Briere,35,3,0,0,0,0,5,0.0,6.91,2.3,2.3,2.3,2.3,13.83,0.0,0.4695442670482678
Jett Luchanko,Jett Luchanko,jett-luchanko-phi-c-elc,PHI,C,ELC,942500,12.934347057852397,414300.59236113785,-528199.4076388621,-0.8219441404519063,John Walters,Daniel Briere,19,4,0,0,0,-3,2,0.0,3.35,3.35,1.67,1.67,0.0,3.35,5.02,0.4695442670482678
Matvei Michkov,Matvei Michkov,matvei-michkov-phi-r-elc,PHI,R,ELC,950000,14.66496602332024,2338373.1799710356,1388373.1799710356,0.9007487597435162,J.P. Barry,Daniel Briere,21,81,20,31,51,0,71,2.55,14.92,8.24,4.19,4.34,1.1,1.65,0.95,0.4695442670482678
Nick Seeler,Nick Seeler,nick-seeler-phi-d-std,PHI,D,STD,2700000,15.162750630529983,3846793.9940324663,1146793.9940324663,0.3539882995554251,Pat Brisson,Daniel Briere,33,80,4,6,10,1,38,0.42000000000000004,10.64,2.08,0.34,2.46,0.55,5.34,6.32,0.4695442670482678
Noah Cates,Noah Cates,noah-cates-phi-l-std,PHI,L,STD,4000000,14.846625044296717,2804189.3245081725,-1195810.6754918275,-0.3551798747874475,Ben Hankinson,Daniel Briere,27,82,18,29,47,26,44,2.12,10.63,7.39,4.64,1.71,1.17,4.59,2.3,0.4695442670482678
Noah Juulsen,Noah Juulsen,noah-juulsen-phi-d-std,PHI,D,STD,900000,14.322439899936835,1660185.4981063711,760185.4981063711,0.6122898576303868,Jason Davidson & Blake Evans,Daniel Briere,29,52,1,9,10,3,15,0.83,7.02,2.17,0.17,4.43,0.84,8.69,3.76,0.4695442670482678
Oliver Bonk,Oliver Bonk,oliver-bonk-phi-d-elc,PHI,D,ELC,886666,14.453410973604331,1892503.2348730569,1005837.2348730569,0.7581873333945417,Paul Capizzano,Daniel Briere,21,1,1,1,2,1,0,7.28,3.64,0.0,0.0,7.29,0.0,7.29,0.0,0.4695442670482678
Owen Tippett,Owen Tippett,owen-tippett-phi-r-std,PHI,R,STD,6200000,15.087732874171753,3568774.702206764,-2631225.297793236,-0.5523269758435667,Murray Koontz,Daniel Briere,27,81,28,23,51,-6,32,2.24,19.13,10.99,4.44,3.91,1.23,7.3,2.2,0.4695442670482678
Porter Martone,Porter Martone,porter-martone-phi-r-elc,PHI,R,ELC,966667,14.11116789736024,1344009.53879834,377342.5387983399,0.3295585462441206,Paul Capizzano,Daniel Briere,19,9,4,6,10,4,6,3.91,19.95,8.22,4.3,1.56,0.0,6.26,0.78,0.4695442670482678
Rodrigo Abols,Rodrigo Abols,rodrigo-abols-phi-c-std,PHI,C,STD,800000,14.54208355925947,2067981.4804170853,1267981.4804170853,0.9497165526094058,Lewis Gross,Daniel Briere,30,42,3,7,10,-1,22,1.3599999999999999,11.97,6.94,3.54,1.9,1.5,6.8,3.27,0.4695442670482678
Travis Konecny,Travis Konecny,travis-konecny-phi-r-std,PHI,R,STD,8750000,15.204626100611216,4011300.6592184994,-4738699.340781501,-0.7799381577225812,Patrick Morris,Daniel Briere,29,77,27,41,68,14,59,2.77,13.35,7.67,3.27,4.12,0.69,4.41,1.55,0.4695442670482678
Tyson Foerster,Tyson Foerster,tyson-foerster-phi-r-std,PHI,R,STD,3750000,14.335143635321227,1681410.5888816968,-2068589.4111183032,-0.8021227626253662,Murray Koontz,Daniel Briere,24,29,13,4,17,8,22,2.0300000000000002,12.44,7.66,2.51,2.03,1.32,3.23,2.99,0.4695442670482678
Carl Grundstrom,Carl Grundstrom,carl-grundstrom-phi-r-std,PHI,R,STD,1800000,14.123031512730222,1360049.3077182833,-439950.69228171674,-0.2802657101361703,J.P. Barry,Mike Grier,28,47,9,4,13,7,19,1.4,11.96,6.79,3.55,2.26,0.75,15.08,2.48,0.4695442670482678
Jamie Drysdale,Jamie Drysdale,jamie-drysdale-phi-d-std,PHI,D,STD,2300000,14.66458595220364,2337484.6007378427,37484.60073784273,0.01616627130426096,David Gagner,Pat Verbeek,24,78,8,24,32,-3,33,1.15,9.06,2.96,0.46,1.93,0.61,0.57,3.35,0.4695442670482678
Trevor Zegras,Trevor Zegras,trevor-zegras-phi-c-std,PHI,C,STD,5750000,15.046909610777842,3426019.3669300172,-2323980.6330699828,-0.5178008019956906,Pat Brisson,Pat Verbeek,25,81,26,41,67,0,62,2.6500000000000004,13.85,7.95,3.17,3.17,0.99,1.82,1.11,0.4695442670482678
Thomas Novak,Thomas Novak,thomas-novak-pit-c-std,PIT,C,STD,3500000,15.216934539562418,4060978.6103387964,560978.6103387964,0.14866101310277635,Ben Hankinson,Barry Trotz,29,82,16,26,42,1,24,2.15,12.55,8.86,4.2,2.77,1.43,0.61,1.74,0.4695442670482678
Kevin Hayes,Kevin Hayes,kevin-hayes-pit-r-std,PIT,R,STD,7142858,14.67157105766611,2353869.335119851,-4788988.664880149,-1.1100524766709903,Robert Murray,Chuck Fletcher,34,28,4,4,8,-1,8,1.38,13.91,7.73,3.78,3.44,0.69,5.5,1.72,0.4695442670482678
Erik Karlsson,Erik Karlsson,erik-karlsson-pit-d-std,PIT,D,STD,11500000,15.964815296759946,8578891.75261828,-2921108.2473817207,-0.29304229657353353,Craig Oster,Doug Wilson,36,75,15,51,66,8,22,2.24,15.97,4.75,0.54,3.46,1.25,0.68,2.17,0.4695442670482678
Connor Clifton,Connor Clifton,connor-clifton-pit-d-std,PIT,D,STD,3333333,14.36674652053508,1735396.578130468,-1597936.421869532,-0.652736741755124,Eric Quinlan & Nicholas Martino,Kevyn Adams,31,50,2,4,6,5,53,0.43,8.16,2.15,0.36,2.86,0.93,12.88,6.01,0.4695442670482678
Anthony Mantha,Anthony Mantha,anthony-mantha-pit-r-std,PIT,R,STD,2500000,15.508480737146835,5435601.462819929,2935601.4628199292,0.7766794473084051,Olivier Fortier,Kyle Dubas,31,81,33,31,64,10,43,3.12,13.71,8.24,4.39,4.0,0.98,2.54,1.95,0.4695442670482678
Avery Hayes,Avery Hayes,avery-hayes-pit-r-elc,PIT,R,ELC,830000,13.909341454389873,1098373.991243778,268373.99124377803,0.2801604746170927,Eddie Mio,Kyle Dubas,23,16,5,0,5,-4,12,1.68,17.8,8.73,4.7,2.69,1.68,7.72,3.02,0.4695442670482678
Benjamin Kindel,Benjamin Kindel,benjamin-kindel-pit-c-elc,PIT,C,ELC,975000,14.398455314908599,1791305.6313283446,816305.6313283446,0.608262564928614,Ross Gurney,Kyle Dubas,19,77,17,18,35,-5,18,1.81,14.74,9.0,4.19,4.29,1.29,1.55,2.95,0.4695442670482678
Blake Lizotte,Blake Lizotte,blake-lizotte-pit-c-std,PIT,C,STD,1850000,14.53920222748737,2062031.5157010544,212031.51570105436,0.10850603043286355,Daniel Plante,Kyle Dubas,28,55,7,12,19,6,25,1.49,8.33,5.11,2.44,2.52,0.94,3.85,2.75,0.4695442670482678
Caleb Jones,Caleb Jones,caleb-jones-pit-d-std,PIT,D,STD,900000,14.116410172956945,1351073.7071863036,451073.70718630357,0.40626013065049627,Pat Brisson,Kyle Dubas,29,7,0,1,1,1,0,0.5,8.49,1.0,0.0,2.0,0.5,4.99,7.49,0.4695442670482678
Connor Dewar,Connor Dewar,connor-dewar-pit-c-std,PIT,C,STD,1100000,14.673892271533482,2359339.515535706,1259339.5155357062,0.763071533764883,Tobin Wright,Kyle Dubas,26,78,14,16,30,16,19,1.65,13.42,6.35,3.09,1.82,0.5,7.96,2.54,0.4695442670482678
Jack St. Ivany,Jack St. Ivany,jack-st-ivany-pit-d-std,PIT,D,STD,775000,13.90061194725804,1088827.4565489825,313827.45654898253,0.3399936389225573,Pat Brisson,Kyle Dubas,26,20,0,7,7,4,6,1.29,7.9,1.47,0.37,4.04,0.74,8.82,4.41,0.4695442670482678
Justin Brazeau,Justin Brazeau,justin-brazeau-pit-r-std,PIT,R,STD,1500000,14.789906545855207,2649566.3574001547,1149566.3574001547,0.5689308797827675,John Walters,Kyle Dubas,28,64,17,17,34,5,14,2.52,13.56,10.45,6.45,2.96,0.89,6.67,3.26,0.4695442670482678
Noel Acciari,Noel Acciari,noel-acciari-pit-c-std,PIT,C,STD,2000000,15.22158030792786,4079888.8686273955,2079888.8686273955,0.7129225694036414,Lewis Gross,Kyle Dubas,34,67,13,12,25,14,25,1.63,10.78,7.64,3.99,1.44,0.78,4.25,4.05,0.4695442670482678
Parker Wotherspoon,Parker Wotherspoon,parker-wotherspoon-pit-d-std,PIT,D,STD,1000000,14.68095185608426,2376054.402990959,1376054.4029909591,0.8654412981199862,Craig Oster,Kyle Dubas,28,80,3,27,30,17,55,1.11,5.91,1.34,0.04,4.39,0.97,6.02,4.16,0.4695442670482678
Rutger McGroarty,Rutger McGroarty,rutger-mcgroarty-pit-r-elc,PIT,R,ELC,950000,13.713594024208396,903104.9272995022,-46895.07270049781,-0.05062323936832769,Pat Brisson,Kyle Dubas,22,24,3,3,6,-3,4,1.26,13.17,6.69,3.34,3.14,0.84,5.43,1.67,0.4695442670482678
Ryan Graves,Ryan Graves,ryan-graves-pit-d-std,PIT,D,STD,4500000,14.481955040140448,1947301.3328314577,-2552698.6671685423,-0.8376329146000998,Allain Roy,Kyle Dubas,31,22,1,0,1,-3,10,0.18,12.83,2.49,0.18,3.56,1.25,4.1,6.77,0.4695442670482678
Ryan Shea,Ryan Shea,ryan-shea-pit-d-std,PIT,D,STD,900000,15.049079008753376,3433459.8341579637,2533459.8341579637,1.338928966446927,Matt & Ryan Keator,Kyle Dubas,29,80,6,29,35,30,22,1.39,7.58,2.1,0.24,2.26,0.95,1.51,3.65,0.4695442670482678
Sidney Crosby,Sidney Crosby,sidney-crosby-pit-c-std,PIT,C,STD,8700000,15.9272493402102,8262595.656079054,-437404.3439209461,-0.051584243414612985,Pat Brisson,Kyle Dubas,38,68,29,45,74,0,44,3.39,13.26,7.94,4.27,3.35,1.1,2.75,1.38,0.4695442670482678
Bryan Rust,Bryan Rust,bryan-rust-pit-r-std,PIT,R,STD,5125000,15.662814847218625,6342698.375971914,1217698.3759719143,0.21317376422987877,Brian & Scott Bartlett,Ron Hextall,34,72,29,36,65,0,26,2.71,14.71,10.07,4.72,3.26,0.54,1.46,2.97,0.4695442670482678
Evgeni Malkin,Evgeni Malkin,evgeni-malkin-pit-c-std,PIT,C,STD,6100000,16.024416574726143,9105749.40495575,3005749.4049557503,0.4006172455826036,J.P. Barry,Ron Hextall,39,56,19,42,61,13,61,3.7199999999999998,14.55,9.32,4.32,5.36,1.77,1.46,1.04,0.4695442670482678
Kris Letang,Kris Letang,kris-letang-pit-d-std,PIT,D,STD,6100000,15.638748058533302,6191872.22495005,91872.22495005,0.014948729389763216,Philippe Lecavalier,Ron Hextall,39,74,3,31,34,-4,38,1.27,9.54,2.58,0.49,3.7,0.97,3.55,3.48,0.4695442670482678
Rickard Rakell,Rickard Rakell,rickard-rakell-pit-r-std,PIT,R,STD,5000000,15.253466003548171,4212075.190397973,-787924.8096020268,-0.17148246685020396,Claude Lemieux,Ron Hextall,33,60,24,24,48,-2,8,2.54,15.52,11.72,6.81,2.59,1.27,3.75,2.27,0.4695442670482678
Ryan Reaves,Ryan Reaves,ryan-reaves-s-j-r-std,S.J,R,STD,1350000,14.250240391661121,1544545.718371413,194545.71837141295,0.13462524124650876,Kevin Epp,Brad Treliving,39,50,3,0,3,-12,37,0.46,8.45,5.38,3.84,2.92,1.23,24.59,2.31,0.4695442670482678
Barclay Goodrow,Barclay Goodrow,barclay-goodrow-s-j-c-std,S.J,C,STD,3641667,14.844891203404565,2799331.5189359407,-842335.4810640593,-0.26306089840642954,Ian Pulver,Chris Drury,33,82,5,7,12,-18,73,0.77,7.93,4.51,2.71,2.39,0.71,9.03,3.87,0.4695442670482678
Nick Leddy,Nick Leddy,nick-leddy-s-j-d-std,S.J,D,STD,4000000,14.786237210354631,2639862.024618487,-1360137.9753815131,-0.4155677087295331,Neil Sheehy,Doug Armstrong,35,32,1,6,7,-9,6,0.73,5.35,1.36,0.0,2.2,0.52,0.73,4.2,0.4695442670482678
William Eklund,William Eklund,william-eklund-s-j-l-elc,S.J,L,ELC,863333,14.692409252642511,2403434.352481944,1540101.352481944,1.023853493735361,Mark Gandler & Todd Diamond,Doug Wilson,23,78,15,38,53,-31,32,2.2,13.86,8.34,4.23,2.74,0.75,2.99,2.12,0.4695442670482678
Adam Gaudette,Adam Gaudette,adam-gaudette-s-j-r-std,S.J,R,STD,2000000,14.964179140776576,3153990.8353454843,1153990.8353454843,0.4555214022523568,Matt & Ryan Keator,Mike Grier,29,66,17,8,25,-9,20,1.98,14.82,8.64,4.6,2.06,1.03,4.2,2.61,0.4695442670482678
Alexander Wennberg,Alexander Wennberg,alexander-wennberg-s-j-c-std,S.J,C,STD,5000000,15.187245222734692,3942183.1339630503,-1057816.8660369497,-0.23770324766368311,Pat Brisson,Mike Grier,31,80,18,37,55,-25,18,2.02,6.31,4.73,2.97,1.98,1.28,1.03,3.41,0.4695442670482678
Collin Graf,Collin Graf,collin-graf-s-j-r-elc,S.J,R,ELC,941667,14.52607712405713,2035143.9756414117,1093476.9756414117,0.770670136180323,Jerry Buckley,Mike Grier,23,81,21,25,46,6,12,2.08,9.73,6.85,4.28,2.48,1.53,3.96,2.16,0.4695442670482678
Dmitry Orlov,Dmitry Orlov,dmitry-orlov-s-j-d-std,S.J,D,STD,6500000,15.251165809414774,4202397.73403663,-2297602.26596337,-0.43614692545109257,Mark Gandler & Todd Diamond,Mike Grier,34,82,3,34,37,-28,48,1.27,8.18,2.07,0.35,3.62,0.76,4.25,2.66,0.4695442670482678
Igor Chernyshov,Igor Chernyshov,igor-chernyshov-s-j-l-elc,S.J,L,ELC,934167,13.966102176354056,1162521.808600412,228354.80860041198,0.21869167426951286,Daniel Milstein,Mike Grier,20,28,9,10,19,2,6,2.7,11.53,8.82,4.55,3.42,0.57,2.42,1.85,0.4695442670482678
John Klingberg,John Klingberg,john-klingberg-s-j-d-std,S.J,D,STD,4000000,15.151905214075365,3805299.3313275296,-194700.66867247038,-0.0498997050087997,Craig Oster,Mike Grier,33,56,10,17,27,-13,24,1.4100000000000001,11.78,3.61,0.42,3.98,0.68,2.41,3.25,0.4695442670482678
Luca Cagnoni,Luca Cagnoni,luca-cagnoni-s-j-d-elc,S.J,D,ELC,895000,13.156410054969003,517316.4498725503,-377683.5501274497,-0.5481689422879903,William Kawam,Mike Grier,21,3,0,0,0,0,2,0.0,8.88,2.22,1.11,1.11,1.11,5.55,3.33,0.4695442670482678
Macklin Celebrini,Macklin Celebrini,macklin-celebrini-s-j-c-elc,S.J,C,ELC,975000,15.22961670284824,4112808.5674846345,3137808.5674846345,1.439423952868255,Pat Brisson,Mike Grier,20,82,45,70,115,8,44,3.94,18.64,11.05,3.16,5.15,1.41,1.82,1.82,0.4695442670482678
Mario Ferraro,Mario Ferraro,mario-ferraro-s-j-d-std,S.J,D,STD,3250000,14.697865584673105,2416584.1304761535,-833415.8695238465,-0.29629996963281613,Peter Wallen,Mike Grier,27,82,7,16,23,-1,35,0.8,7.2,1.64,0.31,3.06,1.25,4.8,5.18,0.4695442670482678
